Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color,Distribuidor
SEAT,León,SEAT Leon ST 2.0 TSI 290cv StSp CUPRA 5p.,22900,Gasolina,2016-01-01,42000.0,290,5,Manual,Rojo,177dacb14b34103960ec27ba29bd686b
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C Coupe MercedesAMG C 43 4MATIC 2p.,67900,Gasolina,2019-01-01,5000.0,390,3,Automático,Gris,J.M Automocion
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 2.0 TSI 220cv DSG GTI BMT 3p.,26500,Gasolina,2014-01-01,36500.0,220,3,Automático,Gris,44756b9285b6af9dccc3d92e08751814
BMW,X3,BMW X3 XDRIVE30D 5p.,40900,Diésel,2018-01-01,88225.0,265,5,Automático,Negro,Movijerez
PORSCHE,Panamera,PORSCHE Panamera 4S Diesel 5p.,88000,Diésel,2017-01-01,86000.0,422,5,Automático,Blanco,Flexicar Vizcaya
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC 5p.,44900,Diésel,2019-01-01,11550.0,163,5,Automático,Blanco,Paddock Motors
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 110CV BMT 5p.,13500,Diésel,2016-01-01,105000.0,110,5,Manual,Azul,Prieto Automoviles
AUDI,Q7,AUDI Q7 3.0 TDI 218CV ultra quattro tiptronic 5p.,34900,Diésel,2016-01-01,96000.0,218,5,Automático,Blanco,Autos Dominguez
RENAULT,Koleos,RENAULT Koleos Dynamique dCi 150 4x2 5p.,9990,Diésel,2012-01-01,109990.0,150,5,Manual,Negro,Flexicar Málaga
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 250 d 4MATIC 5p.,35600,Diésel,2016-01-01,63455.0,204,5,Automático,Gris,Tecfogamotor
VOLVO,XC60,VOLVO XC60 2.0 T5 AWD Momentum Auto 5p.,47900,Gasolina,2019-01-01,25000.0,250,5,Automático,Blanco,Automoviles Sanchez
HYUNDAI,Santa Fe,HYUNDAI Santa Fe 2.2 CRDi Tecno 4x4 7S 5p.,25990,Diésel,2018-01-01,35000.0,200,5,Automático,Rojo,Carplus iTenerife
PEUGEOT,308,PEUGEOT 308 Nuevo 308 5p Access 1.6 HDi 92 FAP 5p.,8500,Diésel,2014-01-01,110000.0,92,5,Manual,Negro,Quiles Concesionarios I
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business  Navi 1.6 TDI 110cv Bluemotion 5p.,15100,Diésel,2016-01-01,25899.0,110,5,Manual,Negro,Subasta Car
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 110kW 4x4 SE Dynamic 5p.,45600,Diésel,2019-01-01,11000.0,150,5,Automático,Blanco,Vip Cars Levante
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC 5p.,46500,Diésel,2019-01-01,16307.0,163,5,Automático,Azul,Visauto
PEUGEOT,208,PEUGEOT 208 5P BUSINESS LINE 1.4 HDi 68 5p.,6800,Diésel,2015-01-01,97666.0,68,5,Manual,Blanco,Mr Automotive
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,7500,Gasolina,2017-01-01,40044.0,69,3,Manual,Blanco,Avia Car
SEAT,Arona,SEAT Arona 1.0 TSI 85kW 115CV Xcellence Ecomotive 5p.,16290,Gasolina,2019-01-01,28537.0,115,5,Manual,Blanco,GOmotor - Grup Oliva Motor
RENAULT,Mégane,RENAULT Megane Zen Energy TCe 97kW 130CV 5p.,14900,Gasolina,2018-01-01,21519.0,130,5,Manual,Marrón,Record Go Ocasión
LEXUS,IS,LEXUS IS 2.5 300h Executive 4p.,27900,Híbrido,2018-01-01,23800.0,223,5,Automático,Blanco,Grupo Breogán
SKODA,Octavia,SKODA Octavia Combi 1.0 TSI 85KW 115CV DSG Like 5p.,17900,Gasolina,2019-01-01,12200.0,115,5,Automático,Gris,Grup Jobacar
FORD,C-Max,FORD CMax 1.5 TDCi 120CV Trend Powershift 5p.,11990,Diésel,2016-01-01,72134.0,120,5,Manual,Blanco,Marme Cars
PEUGEOT,208,PEUGEOT 208 BlueHDi 73kW 100CV Allure 5p.,17450,Diésel,2020-01-01,8502.0,100,5,Manual,Blanco,Grupo Talauto V.O.
NISSAN,X-TRAIL,NISSAN X-TRAIL 7 Plazas DIGT 120 kW 163 CV TEKNA 5p.,21000,Gasolina,2018-01-01,36491.0,163,5,Manual,Gris,fac39391a9a3ed976313a3884e5d59e4
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,8495,Gasolina,2017-01-01,58618.0,69,3,Manual,Rojo,VALENCIA-A
DS,DS 3,DS DS 3 PureTech 81kW EAT6 Performance Line 3p.,16950,Gasolina,2019-01-01,8626.0,110,3,Automático,Negro,DS Alcobendas
SEAT,Ibiza,SEAT Ibiza 1.0 EcoTSI 85kW 115CV FR 5p.,16870,Gasolina,2019-01-01,21870.0,115,5,Manual,Rojo,Surmoción
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 180CV 4x4 HSE Auto 5p.,32900,Diésel,2015-01-01,82000.0,180,5,Automático,Blanco,31cccca205acd405af7448acc24c687e
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.2L eD4 150CV 4x2 Pure 5p.,22890,Diésel,2014-01-01,60733.0,150,5,Manual,Azul,automotorDursan.com T
VOLKSWAGEN,Polo,VOLKSWAGEN Polo 1.2 60cv Advance 5p.,7900,Gasolina,2013-01-01,98000.0,60,5,Manual,Negro,Elvira Motor
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Edition 1.2 TSI 110CV BMT 5p.,9950,Gasolina,2016-01-01,42000.0,110,5,Manual,Gris,Style Car Canarias
OPEL,Mokka X,OPEL Mokka X 1.4 T 103kW 140CV 4X2 Selective Auto 5p.,14250,Gasolina,2018-01-01,53083.0,140,5,Manual,Azul,GJ AUTOMOTIVE
PEUGEOT,308,PEUGEOT 308 5p Access 1.6 BlueHDi 73KW 100CV 5p.,9500,Diésel,2017-01-01,74000.0,100,5,Manual,Gris,Auto Aizoain Sl
RENAULT,Kangoo Furgón,RENAULT Kangoo Furgon Profesional dCi 66kW 90CV Euro 6,7450,Diésel,2017-01-01,98000.0,90,3,Manual,Blanco,C.S.V.
SEAT,León,SEAT Leon ST 1.5 EcoTSI 110kW 150CV DSG7 SS FR 5p.,19500,Gasolina,2019-01-01,15000.0,150,5,Automático,Blanco,Automóviles y Talleres Andrés S.L
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 250 d 4MATIC 5p.,45400,Diésel,2019-01-01,15500.0,204,5,Automático,Azul,a08372b70196c21a9229cf04db6b7ceb
SMART,fortwo,SMART fortwo Coupe Electric Drive 55 SaleCare 3p.,9200,Eléctrico,2016-01-01,25150.0,75,3,Automático,Blanco,70483b6e100c9cebbffcdc62dea07eda
BMW,X5,BMW X5 xDrive25D 5p.,27500,Diésel,2016-01-01,108990.0,231,5,Automático,Azul,Gestión Directa de Vehículos
JEEP,Compass,JEEP Compass 2.0 Mjet 103kW Longitude 4x4 AD Auto 5p.,25900,Diésel,2018-01-01,27900.0,140,5,Automático,Gris,TU AUTO
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Sport 2.0 TDI 140CV DSG BMT 4Motion 5p.,18890,Diésel,2015-01-01,101433.0,140,5,Automático,Negro,TREND CARS
RENAULT,Trafic,RENAULT Trafic Furgon 29 L2H2 Energy BluedCi 107 kW,24900,Diésel,2020-01-01,10.0,145,5,Manual,Blanco,CarNext.com
NISSAN,QASHQAI,NISSAN QASHQAI 1.5dCi NCONNECTA 4x2 5p.,16490,Diésel,2015-01-01,104434.0,110,5,Manual,Rojo,Automotor Dursan B.
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 220 Aut. CDI Urban 4p.,20099,Diésel,2013-01-01,69587.0,170,5,Automático,Blanco,Autohero
RENAULT,Captur,RENAULT Captur Intens Energy dCi 66kW 90CV eco2 5p.,12900,Diésel,2017-01-01,69935.0,90,5,Manual,Azul,Automóviles Eduardo
JEEP,Grand Cherokee,JEEP Grand Cherokee 3.0 V6 Diesel Summit 184kW 250CV E6 5p.,43990,Diésel,2017-01-01,48000.0,250,5,Automático,Blanco,LG Automocion
PEUGEOT,3008,PEUGEOT 3008 1.5 BlueHDi 96kW SS GT Line EAT8 5p.,26250,Diésel,2019-01-01,11500.0,130,5,Automático,Rojo,1b4f2200de29400ce0797b5d651afd4c
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Life 1.5 TSI 96kW 130CV 5p.,29000,Gasolina,2021-01-01,10.0,130,5,Manual,Blanco,Eurodenia
TOYOTA,Aygo,TOYOTA Aygo 1.0 70 xplay 5p.,10400,Gasolina,2020-01-01,2353.0,72,5,Manual,Negro,Autoforum Toyota
PEUGEOT,208,PEUGEOT 208 BlueHDi 73kW 100CV Allure 5p.,18450,Diésel,2020-01-01,2.0,100,5,Manual,Gris,Eslauto Automoción
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 200 CDI Blue Efficiency Avantgarde 4p.,16950,Diésel,2013-01-01,68183.0,136,5,Manual,Blanco,Ocasion Plus
PEUGEOT,Partner,PEUGEOT Partner Pro Standard 600kg BlueHDi 73kW,15900,Diésel,2019-01-01,2.0,98,3,Manual,Blanco,Mosancar
RENAULT,Captur,RENAULT Captur Zen ETECH Hibrido enchufable 160cv 5p.,30390,Híbrido enchufable,2020-01-01,100.0,160,5,Manual,Rojo,Autofer
FIAT,Fiorino,FIAT Fiorino Cargo Base N1 1.3 MJet 59 kW 80 CV,10900,Diésel,2019-01-01,12000.0,80,5,Manual,Blanco,Autolider Ocasión
KIA,pro_ceed GT,KIA proceed GT 1.6 TGDi 150kW 204CV GT 3p.,16490,Gasolina,2018-01-01,50000.0,204,3,Manual,Blanco,2ec95ddd2edfb485ddca6b8827295377
HYUNDAI,i20 Active,HYUNDAI i20 Active 1.4 CRDi Klass 5p.,9700,Diésel,2017-01-01,85000.0,90,5,Manual,Blanco,a53bd0415947807bcb95ceec535820ee
FIAT,500L,FIAT 500L 1.4 16v 95CV Lounge 5p.,7990,Gasolina,2016-01-01,71000.0,95,5,Manual,Rojo,Fercar Automocion
MERCEDES-BENZ,Citan,MERCEDES-BENZ Citan 109 CDI Tourer Plus Largo 5p.,8200,Diésel,2015-01-01,93921.0,90,5,Manual,Azul,5d6044fb24ba159b4b67c957ced33e05
DACIA,Sandero,DACIA Sandero Base 1.2 55kW 75CV EU6 5p.,5500,Gasolina,2016-01-01,15408.0,75,5,Manual,Blanco,a86d9f9046d5e1716d56823538c13203
ABARTH,500,ABARTH 500 1.4 16v TJet 595 118kW 160CV Pista E6 3p.,18995,Gasolina,2019-01-01,22000.0,160,3,Manual,Blanco,Autoventa.com
PORSCHE,718,PORSCHE 718 Boxster GTS 4.0 2p.,89900,Gasolina,2020-01-01,14000.0,400,3,Automático,Negro,Importy Garage
JAGUAR,F-Pace,JAGUAR Fpace 2.0L i4D 177kW Prestige AWD Auto 5p.,37950,Diésel,2017-01-01,87379.0,240,5,Automático,Rojo,Berrocar Turismos
RENAULT,Clio,RENAULT Clio Sport Tou. Dynam. Energy dCi 90 Ecol. E6 5p.,8990,Diésel,2015-01-01,87000.0,90,5,Manual,Negro,Auto Nayox S.L.U
PORSCHE,Macan,PORSCHE Macan Macan 5p.,58000,Gasolina,2019-01-01,62000.0,245,5,Automático,Negro,SM MOTOR´S
JEEP,Compass,JEEP Compass 1.3 Gse T4 96kW 130CV Longitude MT FWD 5p.,26490,Gasolina,2020-01-01,1.0,130,5,Manual,Blanco,AUTOCAM
MINI,Countryman,MINI Countryman Cooper S E ALL4 5p.,24500,Híbrido enchufable,2017-01-01,56000.0,224,5,Automático,Gris,885383f16fccd10370814fcd862aa10d
AUDI,A5,AUDI A5 Sportback 2.0 TDI 190 quatt S tro S line 5p.,29900,Diésel,2016-01-01,59000.0,190,5,Automático,Blanco,SF Motor
NISSAN,JUKE,NISSAN JUKE G E6DTemp 83 kW 112 CV 5MT ACENTA 5p.,15900,Gasolina,2018-01-01,4500.0,112,5,Manual,Gris,Nissan Blendio Parayas
MINI,MINI,MINI MINI Cooper D Cabrio 2p.,18990,Diésel,2016-01-01,44000.0,116,3,Automático,Verde,CR CARS CARAVANING
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Sport 1.4 TSI 110kW 125CV DSG 5p.,15990,Gasolina,2018-01-01,38201.0,125,5,Automático,Azul,Flexicar Málaga
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 220 CDI 4Matic Style 5p.,20500,Diésel,2014-01-01,78628.0,170,5,Automático,Plata,Ocasion Plus
FORD,EcoSport,FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line 5p.,21990,Gasolina,2020-01-01,0.0,125,5,Manual,Blanco,Grupo Montalt Mundicar
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTI TCR 2.0 TSI 213kW290CV DSG 5p.,36999,Gasolina,2019-01-01,27500.0,290,5,Automático,Gris,Massini Cars
MINI,MINI,MINI MINI ONE D 5 PUERTAS 5p.,14375,Diésel,2017-01-01,22662.0,95,5,Manual,Blanco,Automóviles Sanz
BMW,Serie 5,BMW Serie 5 520D 4p.,25900,Diésel,2016-01-01,91100.0,190,5,Automático,Naranja,Auto Sport Moraleja
AUDI,A3,AUDI A3 design edit 1.5 TFSI CoD EVO S tronic SB 5p.,22750,Gasolina,2018-01-01,43692.0,150,5,Automático,Blanco,Click Autos
OPEL,Mokka X,OPEL Mokka X 1.4 T 103kW 4X2 SS Innovation 5p.,14250,Gasolina,2019-01-01,50000.0,140,5,Manual,Blanco,Anoia Motor - OPEL
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 TDV6 258cv HSE 5p.,42600,Diésel,2016-01-01,78001.0,258,5,Automático,Gris,CarNext.com
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d 5p.,19800,Diésel,2017-01-01,82150.0,136,5,Manual,Gris,Tallers Mero S. Oficial Peugeot
AUDI,S3,AUDI S3 2.0 TFSI quattro S tronic Sportback 5p.,39900,Gasolina,2017-01-01,39118.0,310,5,Automático,Rojo,Automóviles Gabilondo
OPEL,Corsa,OPEL Corsa 1.2T XHL 74kW 100CV Elegance 5p.,14490,Gasolina,2020-01-01,14140.0,100,5,Manual,Gris,Psa Retail Toledo
FORD,Focus,FORD Focus 1.6 TDCi 115cv Titanium 5p.,10800,Diésel,2015-01-01,76000.0,115,5,Manual,Azul,Coches10.es
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 250 d Avantgarde Extralargo 5p.,44990,Diésel,2017-01-01,8600.0,204,5,Automático,SinColor,Dream Cars
SEAT,León,SEAT Leon 1.6 TDI 85kW 115CV StSp Style 5p.,13500,Diésel,2017-01-01,60259.0,115,5,Manual,Blanco,World Cars San Vicente
AUDI,Q2,AUDI Q2 sport edition 1.6 TDI 85kW 116CV 5p.,21900,Diésel,2017-01-01,67800.0,116,5,Manual,Naranja,TARRACOMOBIL
TOYOTA,Auris,TOYOTA Auris 1.8 140H Hybrid Active 5p.,11800,Híbrido,2016-01-01,110000.0,136,5,Automático,Blanco,Automoción Baeza
VOLKSWAGEN,Passat,VOLKSWAGEN Passat 1.6 TDI 120cv Edition BMT 4p.,16900,Diésel,2016-01-01,79729.0,120,5,Manual,Blanco,GRUPO ROJAS
SKODA,Spaceback,SKODA Spaceback 1.6 TDI CR 105cv Ambition Spaceback 5p.,6990,Diésel,2015-01-01,109000.0,105,5,Manual,Gris,CAR GALLERY
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.4 TDI 75cv BMT 5p.,8400,Diésel,2016-01-01,82983.0,75,5,Manual,Blanco,Arval AutoSelect (CaixaRenting Ocasión)-Barcelona
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 180CV 4x4 HSE Dynamic 5p.,31890,Diésel,2016-01-01,79000.0,180,5,Automático,Dorado,Autos Moliere
PORSCHE,Cayenne,PORSCHE Cayenne EHybrid 5p.,94990,Híbrido enchufable,2020-01-01,10385.0,462,5,Automático,Negro,Aguilera Autopremium
SMART,forfour,SMART forfour 60kW81CV EQ 5p.,14500,Eléctrico,2019-01-01,2050.0,82,5,Automático,Blanco,Automoviles Playcar
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.0 TSI 70kW 95CV 5p.,14100,Gasolina,2018-01-01,32675.0,95,5,Manual,Rojo,Mundomovil
ABARTH,500,ABARTH 500 1.4 16v TJet 135cv 3p.,11250,Gasolina,2014-01-01,100867.0,135,3,Manual,Rojo,Ocasion Plus
MINI,MINI,MINI MINI Cooper Cabrio 2p.,18490,Gasolina,2017-01-01,40692.0,136,3,Manual,Rojo,Barcelona Premium
RENAULT,Talisman,RENAULT Talisman Zen Energy dCi 96kW 130CV 4p.,18000,Diésel,2017-01-01,44000.0,130,5,Manual,Gris,VALOARE OPERADOR SL
HYUNDAI,i40,HYUNDAI i40 1.6 GDi Klass 4p.,20200,Gasolina,2020-01-01,27.0,135,5,Manual,Gris,Rocal Automocion
BMW,Serie 3,BMW Serie 3 320I TOURING 5p.,17850,Gasolina,2016-01-01,83000.0,184,5,Manual,Azul,CSV Motor
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost 92kW Active SS 5p 5p.,13990,Gasolina,2018-01-01,24167.0,125,5,Manual,Naranja,Grupo Montalt - Donnay
BMW,Serie 8,BMW Serie 8 M8 Competition 2p.,149000,Gasolina,2019-01-01,19893.0,625,3,Automático,Blanco,GranTurismoAutomocion
AUDI,A4,AUDI A4 Avant 2.0 TDI 150CV S tronic design edit 5p.,28300,Diésel,2016-01-01,20000.0,150,5,Automático,Negro,Muralla Motor
OPEL,Mokka X,OPEL Mokka X 1.4 T 103kW 140CV 4X2 SS Selective 5p.,15900,Gasolina,2019-01-01,22400.0,140,5,Manual,Gris,Opel FM Automocion
VOLVO,XC60,VOLVO XC60 2.4 D4 AWD Summum 5p.,24900,Diésel,2016-01-01,88414.0,190,5,Manual,Marrón,Subasta Car Sevilla
PEUGEOT,2008,PEUGEOT 2008 Allure BlueHDI 130 SS EAT8 5p.,25990,Diésel,2020-01-01,50.0,130,5,Automático,Rojo,Royb Motor Sevilla
RENAULT,Kadjar,RENAULT Kadjar Xmod Energy TCe 97kW 130CV EDC 5p.,18200,Gasolina,2016-01-01,18016.0,130,5,Automático,Naranja,Ocasion Plus
JEEP,Wrangler Unlimited,JEEP Wrangler Unlimited 2.2 CRD Sahara 8ATX E6D 5p.,38900,Diésel,2019-01-01,11000.0,200,5,Automático,Blanco,Auto-Salón Mallorca
KIA,ceed Sportswagon,KIA ceed Sportswagon 1.6 CRDi VGT 81kW 110CV Business 5p.,14050,Diésel,2018-01-01,26233.0,110,5,Manual,Rojo,Takai Motor S.L
FORD,C-Max,FORD CMax 1.5 TDCi 120CV Trend 5p.,11900,Diésel,2016-01-01,70508.0,120,5,Manual,Azul,Eurocoche Aspe
JAGUAR,XF,JAGUAR XF 2.2 Diesel Luxury 4p.,22500,Diésel,2014-01-01,66725.0,200,5,Automático,Marrón,DEYSA Concesionario Oficial Jaguar-Land Rover
RENAULT,Captur,RENAULT Captur Zen Blue dCi 85kW 115CV 5p.,20500,Diésel,2020-01-01,14900.0,115,5,Manual,Naranja,RENAULT-DACIA ARIES CIUDAD REAL
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 2.0 TDI 150cv BMT 5p.,14500,Diésel,2015-01-01,63799.0,150,5,Manual,Blanco,Automoviles 3Darc Barcelona
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW STLine SportBr 5p.,22900,Gasolina,2019-01-01,0.0,125,5,Manual,Azul,Grupo Montalt
SUZUKI,Vitara,SUZUKI Vitara 1.4 T GLE 4WD Mild Hybrid 5p.,24800,Gasolina,2021-01-01,10.0,129,5,Manual,Negro,Augusta Ocasion
LEXUS,GS,LEXUS GS 300h Edition 4p.,29990,Híbrido,2018-01-01,20000.0,223,5,Automático,Blanco,TOP CAR
AUDI,Q3,AUDI Q3 2.0 TDI 140cv quattro Ambition 5p.,18700,Diésel,2013-01-01,100865.0,140,5,Manual,Negro,Proa Ocasión Valencia
FIAT,500,FIAT 500 1.2 8v 51kW 69CV S 3p.,9970,Gasolina,2017-01-01,63000.0,69,3,Manual,Rojo,Horizont Auto
BMW,Serie 1,BMW Serie 1 116d 5p.,16500,Diésel,2016-01-01,34400.0,116,5,Automático,Gris,Autofesa
AUDI,A5,AUDI A5 Sportb 2.0 TDI clean 150CV mult Advanced 5p.,19500,Diésel,2015-01-01,99000.0,150,5,Automático,Negro,Marjauto
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business 1.6 TDI 5p.,15490,Diésel,2016-01-01,29000.0,116,5,Manual,Gris,Automóviles Belzuz
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d Urban 5p.,19690,Diésel,2017-01-01,76397.0,136,5,Manual,Rojo,Mercedes-Benz Madrid
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Executive 2.0 TDI 110kW 150CV DSG 4p.,27200,Diésel,2019-01-01,8185.0,150,5,Automático,Gris,Sarsa Valles
TOYOTA,Corolla,TOYOTA Corolla 1.8 125H ACTIVE TECH ECVT 5p.,21700,Híbrido,2020-01-01,0.0,122,5,Automático,Blanco,Toyota Euskoauto
RENAULT,Clio,RENAULT Clio Technofeel Tce 90 eco2 5p.,8000,Gasolina,2015-01-01,76000.0,90,5,Manual,Rojo,97e1e59c0375e0f55c10d4314db20466
MITSUBISHI,Outlander,MITSUBISHI Outlander 220 DID Motion 2WD 7 Plazas 5p.,17995,Diésel,2018-01-01,59600.0,150,5,Manual,Gris,MOMOCARS
TOYOTA,Yaris,TOYOTA Yaris 1.5 Hybrid Active 5p.,11450,Híbrido,2016-01-01,80325.0,100,5,Automático,Blanco,Toyota Hispaljarafe
NISSAN,Micra,NISSAN Micra IGT 66 kW 90 CV SS Acenta 5p.,10950,Gasolina,2018-01-01,57710.0,90,5,Manual,Blanco,Autos Morales Esury
DACIA,Sandero,DACIA Sandero Stepway TCE 90 5p.,8700,Gasolina,2014-01-01,54000.0,90,5,Manual,Rojo,Lowcost Segle XXI
BMW,Serie 2,BMW Serie 2 M235i 2p.,28500,Gasolina,2016-01-01,67000.0,326,3,Manual,Blanco,Luxury Cars
BMW,Serie 5,BMW Serie 5 520d Gran Turismo 5p.,24990,Diésel,2015-01-01,106194.0,184,5,Automático,Gris,automotorDursan.com M
BMW,i3,BMW i3 S 120ah 5p.,32900,Eléctrico,2019-01-01,21000.0,184,5,Automático,Rojo,LURAUTO Navarra
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 TGDi Klass 4x2 5p.,15990,Gasolina,2018-01-01,29000.0,177,5,Manual,Gris,Gestican Automóviles
PEUGEOT,308,PEUGEOT 308 5p Allure PureTech 130 SS 5p.,19395,Gasolina,2020-01-01,1.0,130,5,Manual,Gris,AUTODISA CONCESIONARIO OFICIAL PEUGEOT
KIA,Niro,KIA Niro 1.6 GDi PHEV 104kW 141CV Emotion 5p.,31500,Híbrido enchufable,2020-01-01,5.0,141,5,Automático,Blanco,Grupo Breogán
PEUGEOT,508,PEUGEOT 508 5P GT BlueHDi 130kW 180 SS EAT8 5p.,32995,Diésel,2019-01-01,1.0,180,5,Automático,Rojo,VALENCIA-C
BMW,Serie 3,BMW Serie 3 318d Gran Turismo 5p.,18990,Diésel,2016-01-01,109000.0,150,5,Manual,Blanco,MM Automoviles
AUDI,A1,AUDI A1 Sportback 1.2 TFSI 86cv Attraction 5p.,12700,Gasolina,2015-01-01,54249.0,86,5,Manual,Negro,Ocasion Plus
AUDI,A3,AUDI A3 S line 30 TFSI 85kW 116CV Sportback 5p.,22490,Gasolina,2019-01-01,26619.0,116,5,Manual,Blanco,Nucesa
OPEL,Grandland X,OPEL Grandland X 1.5 CDTi Selective 5p.,22400,Diésel,2020-01-01,10.0,130,5,Manual,Blanco,GP Automocion VN Valencia
MINI,Countryman,MINI Countryman Cooper S E ALL4 5p.,33900,Híbrido enchufable,2018-01-01,12150.0,224,5,Automático,Blanco,LURAUTO Navarra
HYUNDAI,i30,HYUNDAI i30 CW 1.6 CRDi 81kW 110CV BD Go Nav DCT 5p.,10490,Diésel,2017-01-01,115000.0,110,5,Manual,Blanco,Automoviles Arroyo
ABARTH,500,ABARTH 500 1.4 16v TJet 595 118kW 160CV Pista E6 3p.,18290,Gasolina,2018-01-01,25000.0,160,3,Manual,Rojo,Flexicar Sevilla
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Sport 2.0 TDI 110kW150CV BMT DSG 4p.,23500,Diésel,2016-01-01,57205.0,150,5,Automático,Azul,Automóviles Argüelles
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 CDI Urban 5p.,21500,Diésel,2015-01-01,99000.0,136,5,Manual,Gris,Automoviles Huerta
FORD,Focus,FORD Focus 1.5 TDCi 120cv Trend 5p.,9500,Diésel,2015-01-01,101095.0,120,5,Manual,Blanco,680e89809965ec41e64dc7e447f175ab
SUZUKI,Jimny,SUZUKI Jimny 1.5 MODE 3 5MT 3p.,28490,Gasolina,2019-01-01,9000.0,102,3,Manual,Blanco,Palet Motor
SEAT,León,SEAT Leon ST 1.6 TDI 110cv StSp Style 5p.,10850,Diésel,2016-01-01,94654.0,110,5,Manual,Blanco,HR Motor Madrid
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,26500,Diésel,2019-01-01,15587.0,116,5,Automático,Blanco,Mercedes Adarsa Asturias (Grupo Adarsa)
BMW,Serie 1,BMW Serie 1 118d 5p.,21000,Diésel,2018-01-01,72260.0,150,5,Automático,Negro,Novomovil S.A
TOYOTA,Auris,TOYOTA Auris 1.8 140H Hybrid Active 5p.,11900,Híbrido,2017-01-01,75000.0,136,5,Automático,Blanco,CarCollectionbygtcars
TOYOTA,Auris,TOYOTA Auris 1.8 140H Hybrid Feel 5p.,17000,Híbrido,2017-01-01,15500.0,136,5,Automático,Blanco,723fd20df0b7b9ca14653b0d72d2f275
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 CDI Style 5p.,21990,Diésel,2015-01-01,61000.0,136,5,Manual,Rojo,Gestican Automoviles
OPEL,Astra,OPEL Astra 1.6 CDTi 110 CV Selective 5p.,9890,Diésel,2016-01-01,64810.0,110,5,Manual,Blanco,AUTOCONFI - IDILICAR
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business 1.6 TDI BMT 5p.,15300,Diésel,2016-01-01,32000.0,110,5,Manual,Blanco,Gestión Directa de Vehículos
JEEP,Compass,JEEP Compass 2.0 Mjet 103kW Limited 4x4 AD Auto 5p.,24990,Diésel,2018-01-01,47500.0,140,5,Automático,Blanco,Automóviles Cervera
AUDI,A6,AUDI A6 2.0 TDI 190cv ultra S line edition 4p.,22500,Diésel,2014-01-01,106000.0,190,5,Automático,Negro,Orlando Cars
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Sport 1.6 TDI SCR 110CV BMT DSG 5p.,20000,Diésel,2016-01-01,77260.0,110,5,Automático,Naranja,Flexicar Aravaca
NISSAN,JUKE,NISSAN JUKE DIGT EU6 85 kW 115 CV 6MT ACENTA 5p.,12390,Gasolina,2018-01-01,28155.0,115,5,Manual,Rojo,Gamboa Ocasión
